time,Symbol,PriceUSD,Percent of Change
2011-10-19,btc,2.217254713,-8.463945967139919
2011-10-20,btc,2.356123508,6.263096169591953
2011-10-21,btc,2.570092305,9.08139137330827
2011-10-22,btc,3.155486139,22.777152122557716
2011-10-23,btc,3.14775093,-0.24513525521147098
2011-10-24,btc,2.522935998,-19.849567068510087
2011-10-25,btc,2.801923831,11.058062242607868
2011-10-26,btc,2.777505239,-0.8714937833012051
2011-10-27,btc,3.045407828,9.645439556270814
2011-10-28,btc,3.179639437,4.407672685603932
2011-10-29,btc,3.569188969,12.251374400096791
2011-10-30,btc,3.257403723,-8.735464799090046
2011-10-31,btc,3.265098213,0.23621542351875058
2011-11-01,btc,3.171007743,-2.8817041283897153
2011-11-02,btc,3.255800567,2.674002426742103
2011-11-03,btc,3.168316385,-2.6870252093054656
2011-11-04,btc,3.120118172,-1.521256312285858
2011-11-05,btc,2.977817598,-4.560743092265163
2011-11-06,btc,2.962720577,-0.5069827315863797
2011-11-07,btc,3.017757687,1.8576544284081578
2011-11-08,btc,3.056567111,1.2860351302288007
2011-11-09,btc,2.919567224,-4.482148829873998
2011-11-10,btc,2.856702085,-2.1532348521802813
2011-11-11,btc,3.067861733,7.391728003727074
2011-11-12,btc,3.025522996,-1.380073180762222
2011-11-13,btc,2.986373303,-1.2939810092919124
2011-11-14,btc,2.224224464,-25.52088308030257
2011-11-15,btc,2.322384116,4.413208000755073
2011-11-16,btc,2.546780931,9.66234713086541
2011-11-17,btc,2.279095836,-10.510723232676805
2011-11-18,btc,2.105066003,-7.635915535058705
2011-11-19,btc,2.203456722,4.67399686564601
2011-11-20,btc,2.20198951,-0.06658683083495853
2011-11-21,btc,2.279879165,3.5372400570609384
2011-11-22,btc,2.322458596,1.8676178831609287
2011-11-23,btc,2.330323568,0.33864853451190186
2011-11-24,btc,2.438879,4.658384504653483
2011-11-25,btc,2.496161003,2.348702129133921
2011-11-26,btc,2.471799969,-0.9759400123117781
2011-11-27,btc,2.477564951,0.2332301186302056
2011-11-28,btc,2.541240252,2.570075951966434
2011-11-29,btc,2.757698483,8.51781844828105
2011-11-30,btc,2.966041546,7.554961656770801
2011-12-01,btc,3.08258945,3.929409018466929
2011-12-02,btc,3.100402333,0.577854537197613
2011-12-03,btc,2.803856185,-9.564763412916708
2011-12-04,btc,2.819693976,0.5648574661114456
2011-12-05,btc,2.874796227,1.9541925992326232
2011-12-06,btc,3.025360451,5.237387700244815
2011-12-07,btc,2.985502421,-1.317463840939196
2011-12-08,btc,2.991880483,0.21363446082430818
2011-12-09,btc,2.955791952,-1.2062156628600966
2011-12-10,btc,3.068975267,3.8292043837326246
2011-12-11,btc,3.249268847,5.87471596590095
2011-12-12,btc,3.187335357,-1.9060746560624742
2011-12-13,btc,3.241088409,1.6864573689099966
2011-12-14,btc,3.155086504,-2.6534884010317743
2011-12-15,btc,3.203138541,1.5230022041893327
2011-12-16,btc,3.209137777,0.18729242969700433
2011-12-17,btc,3.192541704,-0.5171505293086736
2011-12-18,btc,3.194010809,0.04601678337229861
2011-12-19,btc,3.525773919,10.387037797904968
2011-12-20,btc,3.952550827,12.10448876770422
2011-12-21,btc,3.888993251,-1.6080141352221504
2011-12-22,btc,3.903060421,0.36171752153035885
2011-12-23,btc,3.937965076,0.8942893840996887
2011-12-24,btc,3.939419119,0.03692371496288743
2011-12-25,btc,4.233866878,7.474395338639256
2011-12-26,btc,3.999121964,-5.544456657808025
2011-12-27,btc,4.095518546,2.410443664078261
2011-12-28,btc,4.207295876,2.7292595246374884
2011-12-29,btc,4.173352227,-0.8067806496240875
2011-12-30,btc,4.31063509,3.2895105788539105
2011-12-31,btc,4.714306331,9.364542174689172
2012-01-01,btc,5.294842777,12.31435560694369
2012-01-02,btc,5.204877892,-1.6991039921108606
2012-01-03,btc,4.870508829,-6.424148076824846
2012-01-04,btc,5.585706267,14.68424477010633
2012-01-05,btc,6.874000877,23.06413098753802
2012-01-06,btc,6.68331664,-2.7739920377086116
2012-01-07,btc,6.796227981,1.6894507185881324
2012-01-08,btc,7.096650566,4.420431242740556
2012-01-09,btc,6.288538342,-11.387234252052087
2012-01-10,btc,6.528474555,3.8154528119437523
2012-01-11,btc,6.889127721,5.524309897536249
2012-01-12,btc,6.773564196,-1.6774768835788965
2012-01-13,btc,6.45436889,-4.712368507387808
2012-01-14,btc,6.761727143,4.762018692117245
2012-01-15,btc,7.046922558,4.217789463676388
2012-01-16,btc,6.715607667,-4.701554306480584
2012-01-17,btc,5.59962195,-16.617792050060796
2012-01-18,btc,5.900231288,5.3683863068648625
2012-01-19,btc,6.315706342,7.041674024626825
2012-01-20,btc,6.501491988,2.941644781115115
2012-01-21,btc,6.180568326,-4.9361540795918515
2012-01-22,btc,6.302967227,1.9803826208845556
2012-01-23,btc,6.374876077,1.1408729795066062
2012-01-24,btc,6.274476476,-1.5749263167990433
2012-01-25,btc,5.810465072,-7.395221031983351
2012-01-26,btc,5.367226954,-7.6282726512876975
2012-01-27,btc,5.303137197,-1.1940944094461432
2012-01-28,btc,5.659796775,6.725445047919252
2012-01-29,btc,5.391429457,-4.741642300398677
2012-01-30,btc,5.503481939,2.078344581779069
2012-01-31,btc,5.538220296,0.6312068865681102
2012-02-01,btc,6.075232652,9.69647878376848
2012-02-02,btc,6.099572913,0.4006473890672634
2012-02-03,btc,5.951610928,-2.425776150403077
2012-02-04,btc,5.895413239,-0.9442433263843255
2012-02-05,btc,5.678115717,-3.685874309242802
2012-02-06,btc,5.482664058,-3.4421922472419335
2012-02-07,btc,5.6620277,3.271468762312415
