Date,Price,Open,High,Low,Vol.,Change %
31-Jul-22,"23,303.40","23,634.20","24,179.30","23,236.20",138.84K,-1.40%
30-Jul-22,"23,634.20","23,774.20","24,605.30","23,521.80",168.72K,-0.59%
29-Jul-22,"23,774.30","23,850.20","24,340.00","23,451.40",221.66K,-0.32%
28-Jul-22,"23,850.00","22,957.70","24,190.50","22,611.60",268.32K,3.88%
27-Jul-22,"22,958.30","21,248.00","23,027.80","21,047.50",242.66K,8.05%
26-Jul-22,"21,248.70","21,301.60","21,322.30","20,737.30",201.57K,-0.25%
25-Jul-22,"21,301.90","22,582.30","22,653.30","21,275.40",206.93K,-5.67%
24-Jul-22,"22,582.10","22,449.80","22,987.90","22,281.30",126.66K,0.54%
23-Jul-22,"22,460.40","22,683.60","22,991.00","21,971.70",137.42K,-0.95%
22-Jul-22,"22,675.20","23,150.00","23,741.40","22,524.20",197.54K,-2.06%
21-Jul-22,"23,153.00","23,219.90","23,403.80","22,360.20",217.08K,-0.27%
20-Jul-22,"23,215.20","23,412.00","24,258.00","22,944.40",281.31K,-0.83%
19-Jul-22,"23,410.20","22,529.30","23,757.30","21,581.80",308.91K,3.93%
18-Jul-22,"22,525.80","20,785.60","22,714.90","20,770.60",279.72K,8.37%
17-Jul-22,"20,785.60","21,209.80","21,654.40","20,755.20",132.81K,-2.00%
16-Jul-22,"21,209.90","20,825.20","21,561.30","20,484.40",136.89K,1.85%
15-Jul-22,"20,825.10","20,586.10","21,178.10","20,393.40",164.67K,1.16%
14-Jul-22,"20,586.00","20,250.00","20,862.20","19,664.90",205.28K,1.66%
13-Jul-22,"20,250.00","19,331.60","20,250.80","18,942.20",249.38K,4.75%
12-Jul-22,"19,330.90","19,963.20","20,051.70","19,279.60",167.91K,-3.17%
11-Jul-22,"19,963.20","20,847.20","20,855.00","19,897.00",160.20K,-4.24%
10-Jul-22,"20,847.40","21,587.40","21,599.20","20,689.70",204.68K,-3.43%
9-Jul-22,"21,587.50","21,610.40","21,944.10","21,338.40",190.11K,-0.11%
8-Jul-22,"21,611.20","21,637.10","22,482.10","21,207.00",439.90K,-0.12%
7-Jul-22,"21,637.80","20,557.90","21,817.80","20,282.70",115.81K,5.24%
6-Jul-22,"20,561.10","20,180.40","20,654.90","19,785.30",105.24K,1.78%
5-Jul-22,"20,200.60","20,215.80","20,706.90","19,315.40",122.43K,-0.08%
4-Jul-22,"20,215.80","19,310.60","20,303.80","19,052.50",92.79K,4.69%
3-Jul-22,"19,309.90","19,243.40","19,626.40","18,794.40",65.27K,0.35%
2-Jul-22,"19,243.20","19,275.40","19,425.40","19,006.40",58.57K,-0.10%
1-Jul-22,"19,262.90","19,926.60","20,785.60","18,980.10",150.18K,-3.33%
30-Jun-22,"19,926.60","20,111.30","20,155.10","18,682.70",127.73K,-0.92%
29-Jun-22,"20,111.30","20,278.00","20,415.80","19,880.70",98.97K,-0.82%
28-Jun-22,"20,278.00","20,727.90","21,200.20","20,210.50",83.83K,-2.18%
27-Jun-22,"20,730.20","21,037.70","21,497.50","20,568.00",84.69K,-1.49%
26-Jun-22,"21,043.50","21,489.90","21,837.40","20,989.70",67.21K,-2.08%
25-Jun-22,"21,489.90","21,226.90","21,553.40","20,917.50",66.63K,1.24%
24-Jun-22,"21,226.90","21,100.90","21,488.70","20,743.90",104.56K,0.60%
23-Jun-22,"21,100.70","19,967.30","21,189.80","19,907.50",110.70K,5.68%
22-Jun-22,"19,965.80","20,720.20","20,864.30","19,780.20",125.94K,-3.64%
21-Jun-22,"20,720.40","20,571.60","21,689.30","20,371.70",136.32K,0.72%
20-Jun-22,"20,572.30","20,576.90","20,996.80","19,658.80",140.60K,-0.02%
19-Jun-22,"20,577.20","18,983.40","20,763.50","17,983.70",169.39K,8.38%
18-Jun-22,"18,986.50","20,446.40","20,744.70","17,630.50",267.25K,-7.13%
17-Jun-22,"20,444.60","20,391.30","21,315.40","20,244.10",136.27K,0.28%
16-Jun-22,"20,386.60","22,577.90","22,942.10","20,231.10",144.00K,-9.71%
15-Jun-22,"22,577.90","22,137.50","22,754.40","20,125.80",280.41K,1.90%
14-Jun-22,"22,157.30","22,449.10","23,200.30","20,860.90",251.01K,-1.29%
13-Jun-22,"22,448.00","26,606.30","26,857.60","22,006.30",379.26K,-15.63%
12-Jun-22,"26,606.30","28,404.00","28,534.80","26,606.30",120.02K,-6.33%
11-Jun-22,"28,403.40","29,083.30","29,426.60","28,161.80",82.92K,-2.34%
10-Jun-22,"29,083.30","30,097.40","30,325.60","28,884.90",104.26K,-3.37%
9-Jun-22,"30,097.80","30,202.10","30,691.40","29,953.80",61.72K,-0.34%
8-Jun-22,"30,201.60","31,127.20","31,312.10","29,874.80",87.96K,-2.98%
7-Jun-22,"31,128.80","31,370.30","31,556.60","29,235.00",140.32K,-0.76%
6-Jun-22,"31,367.60","29,911.20","31,753.40","29,888.60",94.01K,4.86%
5-Jun-22,"29,913.00","29,865.10","30,166.90","29,539.00",30.33K,0.16%
4-Jun-22,"29,864.30","29,700.90","29,963.80","29,489.50",33.51K,0.55%
3-Jun-22,"29,700.90","30,455.70","30,674.80","29,330.80",72.13K,-2.48%
2-Jun-22,"30,455.50","29,798.60","30,638.50","29,604.40",81.40K,2.20%
1-Jun-22,"29,798.50","31,793.10","31,969.90","29,396.60",135.09K,-6.27%
31-May-22,"31,793.40","31,730.20","32,377.50","31,221.20",86.60K,0.22%
30-May-22,"31,723.30","29,465.20","32,185.60","29,307.20",129.56K,7.66%
29-May-22,"29,465.20","29,027.10","29,556.50","28,838.70",36.87K,1.51%
28-May-22,"29,027.10","28,620.10","29,194.40","28,537.20",43.87K,1.49%
27-May-22,"28,601.20","29,194.00","29,377.10","28,282.20",116.41K,-2.06%
26-May-22,"29,203.50","29,537.90","29,868.90","28,077.90",126.71K,-1.14%
25-May-22,"29,540.60","29,648.70","30,202.30","29,353.50",78.85K,-0.36%
24-May-22,"29,648.70","29,091.60","29,810.80","28,706.10",79.42K,1.91%
23-May-22,"29,093.30","30,287.30","30,644.80","28,913.60",92.10K,-3.94%
22-May-22,"30,286.60","29,433.00","30,462.00","29,260.10",50.60K,2.89%
21-May-22,"29,434.60","29,188.70","29,623.20","28,953.90",32.27K,0.88%
20-May-22,"29,178.60","30,305.90","30,735.10","28,738.50",98.78K,-3.72%
19-May-22,"30,305.90","28,700.40","30,525.10","28,682.10",101.38K,5.66%
18-May-22,"28,683.70","30,437.50","30,687.90","28,648.10",92.03K,-5.76%
17-May-22,"30,437.50","29,856.70","30,720.10","29,484.50",79.63K,1.97%
16-May-22,"29,849.00","31,308.30","31,312.40","29,135.80",100.25K,-4.66%
15-May-22,"31,308.70","30,078.60","31,383.80","29,499.40",65.44K,4.08%
14-May-22,"30,080.40","29,285.20","30,277.40","28,666.70",70.46K,2.72%
13-May-22,"29,284.40","28,994.30","31,002.70","28,755.00",141.23K,1.06%
12-May-22,"28,976.00","29,073.40","30,136.70","26,500.50",309.48K,-0.32%
11-May-22,"29,068.20","31,008.00","32,113.60","27,835.50",296.90K,-6.25%
10-May-22,"31,007.50","30,098.20","32,621.20","29,831.00",235.61K,3.03%
9-May-22,"30,095.00","34,041.00","34,227.00","30,095.00",268.09K,-11.64%
8-May-22,"34,060.00","35,468.00","35,497.00","33,727.00",671.05M,-3.97%
7-May-22,"35,468.00","36,003.00","36,119.00","34,773.00",288.86M,-1.50%
6-May-22,"36,009.00","36,540.00","36,646.00","35,267.00",752.84M,-1.46%
5-May-22,"36,544.00","39,686.00","39,833.00","36,183.00",1.04B,-7.92%
4-May-22,"39,688.00","37,717.00","40,021.00","37,660.00",691.49M,5.22%
3-May-22,"37,718.00","38,515.00","38,647.00","37,513.00",367.21M,-2.07%
2-May-22,"38,514.00","38,472.00","39,134.00","38,061.00",580.79M,0.14%
1-May-22,"38,461.00","37,642.00","38,676.00","37,397.00",276.99M,2.15%
30-Apr-22,"37,650.00","38,590.00","38,776.00","37,596.00",248.22M,-2.41%
29-Apr-22,"38,581.00","39,748.00","39,919.00","38,175.00",382.90M,-2.94%
28-Apr-22,"39,748.00","39,243.00","40,382.00","38,888.00",542.39M,1.29%
27-Apr-22,"39,243.00","38,113.00","39,447.00","37,869.00",426.83M,2.96%
26-Apr-22,"38,113.00","40,443.00","40,770.00","37,708.00",681.47M,-5.72%
25-Apr-22,"40,427.00","39,464.00","40,599.00","38,233.00",654.60M,2.44%
24-Apr-22,"39,464.00","39,434.00","39,929.00","39,033.00",283.63M,0.12%
23-Apr-22,"39,418.00","39,709.00","39,973.00","39,291.00",190.60M,-0.73%
22-Apr-22,"39,709.00","40,487.00","40,792.00","39,200.00",421.30M,-1.91%
21-Apr-22,"40,482.00","41,370.00","42,969.00","39,793.00",493.05M,-2.14%
20-Apr-22,"41,368.00","41,499.00","42,203.00","40,915.00",382.84M,-0.33%
19-Apr-22,"41,503.00","40,809.00","41,746.00","40,585.00",268.28M,1.72%
18-Apr-22,"40,803.00","39,700.00","41,095.00","38,577.00",484.26M,2.77%
17-Apr-22,"39,703.00","40,382.00","40,599.00","39,561.00",210.01M,-1.68%
16-Apr-22,"40,382.00","40,571.00","40,691.00","40,003.00",151.31M,-0.44%
15-Apr-22,"40,560.00","39,936.00","40,850.00","39,781.00",233.09M,1.56%
