time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktEstUSD,CapMrktFFUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,FlowInExNtv,FlowInExUSD,FlowOutExNtv,FlowOutExUSD,FlowTfrFromExCnt,GasLmtBlk,GasLmtBlkMean,GasLmtTx,GasLmtTxMean,GasUsedTx,GasUsedTxMean,HashRate,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateEUR,ReferenceRateUSD,RevAllTimeUSD,RevHashNtv,RevHashRateNtv,RevHashRateUSD,RevHashUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd
10/9/2019,318125,7002,898499,6099717,1029,238650,2509369,152,42126,31493025,16359242,6643573,2733553,47942,179,261509,1212,1033405,8118,5,1327270,12942,3866504,75656,266,10350005,394306,1939,1614335537,6362,23163.116,13749488190,0.79399486,0.77727064,20992694654,20990074314,20550517242,26439333116,2.42223E+15,2.36882E+15,0.00000387,0.000758198,0.147264138,0.00045318,0.088020758,569.6750944,110647.4988,433542.4686,84206577.15,369113.3735,71692569.96,16501,63259187171,9943286.258,1.40766E+11,187349.7103,48135174273,64064.57445,174.4916708,13423.8125,4.5333,0.01242,2607295.443,13423.8125,2607295.443,0.633102532,61.52438256,63.27214858,60.22847021,61.93942235,0.022589164,194.2291315,-14.19695953,7.079229454,180.6686698,0.022059357,164.9041075,180.6686698,6456231628,0.000928191,80.19573389,15576.34774,0.180281803,13993.48759,2717942.942,0.031572206,103246763.2,47078529.52,10280394.6,70790041.04,90526562.06,23794868.63,98804427.16,102955678.3,103246763.2,14974289.65,34649491.04,103246763.2,65.496538,87086918.24,107220740.6,108031080.4,68427058.47,104752773.6,107855853.1,42568297.78,98407157.98,108077928.6,108036583.3,107878671.1,107357289.7,104986700.1,99000055.31,45293254.59,70281457.06,88222393.53,8439563.344,108062245,107972509.5,107581289.9,91702160.8,100979509.8,51459141.72,105942335.2,75545290.63,35405402.53,107919796.9,105451548.6,108082111.5,157416527.1,105805535.4,751354,8.69622685,314601,1756736.224,341209351.1,6.89722916,1339.64283,0.071223813,13.83373926,8.971958254,0.045942124,0.046494648,,
10/10/2019,326182,7016,896504,6101402,1029,238278,2504500,152,42063,31529668,16381587,6645780,2728891,47862,179,261249,1212,1030045,8122,5,1317030,12802,3849650,74741,262,10243003,390444,1927,1614335537,6344,21463.27144,13566474298,0.78276434,0.76627871,20708294401,20705717244,20272161372,26455336971,2.44396E+15,2.41826E+15,0.00000366,0.000706442,0.135336064,0.000403228,0.077248041,498.8380434,95564.44907,264840.2689,50736536.07,253676.806,48597905.72,16382,63031521626,9935611.858,1.35455E+11,191828.357,44105577971,62461.2541,177.6354038,13369.1875,4.51432,0.012368,2561190.059,13369.1875,2561190.059,0.633192225,78.04801815,62.86451356,76.40426527,61.54053727,0.022332954,191.5740997,-14.33718739,6.669584512,194.2291315,0.022589164,176.7506949,194.2291315,6458888383,0.00090359,78.07016645,14956.22185,0.17310442,13868.02554,2656754.508,0.031510059,103280133.2,47095092.67,12741125.36,70815806.1,90537092.98,24637863.62,98837878.41,102989016.4,103280133.2,15689362.81,34458407.17,103280133.2,65.512273,87147382.05,107236080.9,108044365.1,68445218,104771908.9,107868882,42548656.87,98434640,108091294.6,108049873.5,107891722.5,107371263.5,105006994.3,99025804.94,45273613.68,70301141.34,88272551.42,8443150.528,108074983.2,107985001,107591422.2,91674106.46,100962180.9,51230438.59,105943952.8,75510894.93,35393592.08,107933650.6,105476533.5,108095480.7,157374603.4,105818904.6,706127,8.1727662,298273,1384986.875,265327613.6,5.61949052,1076.548837,0.071715,13.73873656,8.970890022,0.045953314,0.046534609,,
10/11/2019,315705,7005,896222,6096489,1033,238316,2494537,152,42029,31560976,16395309,6641804,2719037,47831,179,261317,1216,1021158,8126,5,1285245,12338,3777847,71881,252,9981382,377737,1846,1614335537,6359,21115.41595,12812848076,0.74252558,0.72688934,19557135399,19554700914,19145297825,26338669058,2.44966E+15,2.47356E+15,0.0000035,0.000668755,0.120979309,0.000378,0.068381021,469.9163813,85008.89425,294720.1923,53315523.05,317269.3638,57394717.16,16019,62604958402,9845094.889,1.37151E+11,195184.4041,43330359021,61665.04053,182.0325848,13422.1875,4.531475,0.012415,2428102.878,13422.1875,2428102.878,0.63372731,80.05958758,59.38969402,78.3736788,58.13905547,0.021822118,180.9021725,-5.039811491,1.596841012,191.5740997,0.022332954,174.1198241,191.5740997,6461401494,0.000883294,76.31657757,13805.83468,0.159789753,13892.10388,2513111.772,0.031420123,103294138.1,47129474.35,12035743.18,70827496.99,90535981.76,24541556,98852721.59,103003011.4,103294138.1,15342683.82,34380043.04,103294138.1,65.514953,87156302.34,107258083.8,108057694.6,68511564.22,104794055.6,107881992,42521829.78,98456176,108104709.1,108063212.6,107904844.8,107384659.5,105029459.9,99047653.05,45246786.57,70367754.43,88297018.93,8439279.62,108086940.3,107994850.9,107592537.7,91447483.33,100830427.1,50666135.74,105897727.4,75107268.36,35383781.99,107948015.5,105500774.1,108108902.9,157334428.7,105832326.7,702673,8.13278935,294878,1350355.481,244282240.2,5.58755479,1010.8008,0.077199432,13.96554498,8.9536688,0.046125664,0.047756832,,
10/12/2019,279716,7005,895211,6099418,1034,238209,2493232,152,42004,31596582,16420788,6645297,2717847,47815,180,261183,1216,1019920,8126,5,1282793,12305,3774555,71718,253,9943159,377011,1845,1614335538,6329,19118.9981,12770879377,0.74049038,0.72489892,19496576967,19494162671,19086065197,26329277920,2.37751E+15,2.40874E+15,0.00000324,0.000617077,0.111271227,0.000341356,0.061553259,391.5045833,70596.03012,181570.6156,32740777.99,178296.9907,32150478.59,14450,62007702102,9797393.285,1.27269E+11,200598.047,39653044119,62499.87252,176.4240548,13313.4375,4.494245,0.012313,2400676.454,13313.4375,2400676.454,0.633928107,92.46812591,59.74964161,90.52115573,58.49157815,0.021663289,180.319805,-7.163473818,-0.291243215,180.9021725,0.021822118,164.1218936,180.9021725,6463872767,0.000899095,77.68182236,14007.57106,0.162124665,13704.94208,2471272.484,0.031395589,103307466.6,47141076.22,10866125.95,70823498.16,90538588.49,24473254.29,98705310.46,103015837.2,103307466.6,15337698.53,34400699.87,103307466.6,65.503188,87180978.82,107271385.7,108070919.2,68541711.96,104809368.1,107895042.1,42497027.08,98470602.11,108118019.1,108076443,107917907.4,107397736.3,105044503.4,99063083.86,45325032.03,70387618.16,88321548.56,8430739.729,108099950.2,108007836.5,107604933.7,91453154.59,100838050.9,50720379.1,105909701.9,75124893.56,35359115.36,107961533.2,105519543.9,108122216.3,157224290.5,105845640.2,634450,7.3431713,260396,1169291.745,210846459.5,5.2265066,942.4426509,0.056561952,10.19924015,8.944399995,0.045998658,0.047676313,,
10/13/2019,250851,6998,896141,6106621,1030,238431,2494938,153,42020,31631571,16447609,6652998,2719747,47831,180,261463,1217,1020955,8124,5,1286407,12344,3784231,72060,254,10043283,378598,1852,1614335538,6374,17462.68481,12851093894,0.74517961,0.72949136,19623873247,19621422030,19210732503,26334420716,2.40086E+15,2.46116E+15,0.00000338,0.000663977,0.120495037,0.00040772,0.073990823,376.3722851,68302.00899,140514.246,25499766.25,137900.3894,25025417.67,13327,56590422505,8878321.698,1.12591E+11,198628.2986,36314259282,64063.82571,181.585128,13431.875,4.533665,0.012421,2437544.111,13431.875,2437544.111,0.633549451,141.1524324,61.23615148,138.180755,59.94694884,0.021887482,181.4745976,-7.712689842,-0.021299763,180.319805,0.021663289,163.5592499,180.319805,6466378613,0.000880125,76.04283147,13799.84224,0.159720396,13808.24729,2505846.12,0.031426171,103321049.2,47126437.46,8429010.774,70814836.14,90543782.31,24407293.11,98718178.4,103029321.3,103321049.2,15170638.85,34336876.22,103321049.2,65.487041,87174369.8,107284073.5,108084274.7,68509280.51,104819226.6,107908159.4,42622993.87,98473839.45,108131448.5,108089803.7,107931045.4,107410529,105054952.3,99066336.66,45347950.66,70406293.44,88320307.13,8430948.146,108113830.4,108021452.5,107619199.9,91473977.54,100859520.3,50793730.73,105927582.3,75170835.95,35368657.98,107974826.1,105530566.4,108135648.2,157159025.3,105859072.1,566845,6.56070602,234436,766091.2844,139026107.6,3.93422927,713.9626737,0.071317519,12.94231806,8.939840834,0.045918596,0.047686253,,
10/14/2019,300285,7015,895629,6111654,1032,238504,2494567,154,42039,31669205,16473068,6658573,2719592,47854,182,261580,1217,1020575,8139,5,1296897,12605,3818687,73470,261,10191945,385083,1893,1614335539,6387,20292.47644,13216365029,0.76542412,0.74931167,20172029262,20169516275,19747400875,26354054816,2.42219E+15,2.4118E+15,0.00000343,0.000683515,0.127489727,0.000415415,0.077483461,444.695851,82944.94368,226218.6151,42194435.25,238198.2698,44428887.8,15897,61488227803,9627090.622,1.25963E+11,193609.7843,42121616853,64742.62544,178.2774782,13412.125,4.52673,0.012402,2501637.805,13412.125,2501637.805,0.63310724,53.43715884,63.20500944,52.31228765,61.87452152,0.022347518,186.5206151,-2.895602013,-1.100413532,181.4745976,0.021887482,164.6834959,181.4745976,6468963196,0.000899608,77.7261435,14497.5281,0.167795464,13856.82085,2584582.749,0.031413,103334507.3,47176906.92,7362397.933,70857395.68,90260268.43,24491196.95,98723398.87,103042735.2,103334507.3,15311280.58,34337941.32,103334507.3,65.518272,87182655.38,107297189.1,108097603.1,68469953.15,104833507.6,107921244.7,42542855.59,98485916.49,108144856.9,108103137.9,107944153.8,107423778.1,105069686.7,99078828.63,45368350.16,70346368.91,88326832.02,8427552.471,108127952.1,108036498.1,107638290.2,91613879.94,100947446.8,51073524.42,105976878,75345432.26,35085495.68,107988310,105547156.1,108149060.3,157177694.9,105872484.2,650601,7.53010417,281514,2023854.986,377490676.9,8.22110394,1533.405364,0.0648,12.08653586,8.948478772,0.045962167,0.047426267,,
10/15/2019,302212,7010,895147,6118647,1032,238428,2494881,153,42023,31716371,16502775,6666486,2720349,47836,182,261411,1215,1020332,8131,5,1282949,12308,3782058,71778,253,9973818,377141,1850,1614335539,6431,21537.71917,12770127541,0.74103979,0.7254426,19499881803,19497412496,19089453936,26314216822,2.61222E+15,2.51619E+15,0.00000337,0.000675985,0.121868539,0.000396636,0.071506708,466.9047481,84174.96528,243523.0102,43903046.64,257580.1789,46437314.48,16584,63491726457,9872761.072,1.39204E+11,201539.731,42669651206,61777.13316,187.3190757,13590.75,4.586225,0.012565,2450180.501,13590.75,2450180.501,0.633325336,87.72241303,61.85102799,85.87605708,60.54920546,0.022091569,180.2829499,-11.99080965,-4.835559584,186.5206151,0.022347518,169.285301,186.5206151,6471497551,0.000868595,75.04657331,13529.61761,0.156592796,14057.65475,2534355.466,0.031389824,103348485.1,47163158.54,8218878.559,70833806.25,90258490.66,24558503.9,98702530.58,103056336.3,103348485.1,15030624.78,34313562.53,103348485.1,65.48823,87200538.77,107309974.3,108111100.1,68502147.33,104848941.7,107934396.1,42457023.95,98502829.66,108158441.4,108116644.2,107957351.5,107436807.2,105084203.9,99095581.62,45395694.72,70359066.57,88341374.7,8425421.522,108140231.5,108047731.1,107643867.9,91469576.93,100872872,50679614.66,105948770.7,75145362.73,35098583.76,108001887.7,105566359.5,108162651.1,157311547.2,105886074.9,690703,7.99424769,280383,1233010.44,222290759.3,5.59917427,1009.435654,0.087393577,15.75557184,8.92668649,0.045927839,0.047809725,,
10/16/2019,291507,7006,894483,6125266,1032,238450,2495250,154,42001,31756573,16532190,6673622,2720921,47808,182,261437,1216,1019913,8124,5,1271572,12112,3752989,70341,253,9066958,371062,1825,1614335539,6332,21974.29501,12394297222,0.72054134,0.70537746,18930329980,18927980712,18531938994,26272371945,2.5687E+15,2.49232E+15,0.00000327,0.000655711,0.114746569,0.00036923,0.064613654,455.4495658,79701.7048,237616.7004,41581895.19,246166.7199,43078111.64,17281,61987730115,9789597.302,1.39583E+11,200957.5331,43336209621,62391.15451,182.8013738,13335.75,4.49972,0.012328,2333698.591,13335.75,2333698.591,0.633248569,78.86972343,60.59038079,77.20990097,59.31524921,0.021863921,174.9956763,-14.91804916,-11.36341916,180.2829499,0.022091569,163.5338372,180.2829499,6473910951,0.00087319,75.44363196,13202.3094,0.152804507,13791.19957,2413400.295,0.031376545,103363288.9,47125177.27,7669897.159,70826305.44,90242591.77,24580253.31,98715723.4,103071118.3,103363288.9,14680716.46,34255502.04,103363288.9,65.473223,87207897.33,107322429.1,108124347.3,68502288.87,104863147.2,107947351.9,42580866.76,98516536.28,108171772.9,108129896.9,107970329,107449509,105098441.4,99108722.32,45413023.9,70368386.64,88345634.39,8421493.357,108148390.6,108059100.5,107650431,91373203.53,100807118.3,50707217.43,105928573,75010692.13,35124926.36,108015195.7,105583314,108175986.8,157280190.5,105899410.7,694589,8.03922454,269043,1371578.118,240020240.4,6.31782275,1105.591665,0.0940055,16.45055605,8.917779616,0.045982142,0.047366843,,
10/17/2019,285894,7008,895223,6134889,1028,238757,2497911,154,42033,31802321,16562123,6683493,2724051,47838,182,261808,1212,1020938,8135,5,1277384,12191,3769988,70944,254,9121750,373923,1839,1614335540,6300,22039.16952,12539021902,0.72885355,0.71351663,19157102787,19154729974,18753988922,26283884834,2.47044E+15,2.48653E+15,0.00000311,0.0006132,0.108579516,0.000342366,0.060622826,431.5114959,76407.83977,210225.3787,37224656.14,248441.435,43991582.01,15863,61424830488,9749973.093,1.3398E+11,190392.12,42844838747,60884.74522,181.3079908,13305.0625,4.48877,0.012298,2355930.475,13305.0625,2355930.475,0.632625953,93.35480491,61.74650003,91.39038384,60.4471976,0.021935022,177.0702299,-13.02571873,-15.39381956,174.9956763,0.021863921,158.2782127,174.9956763,6476343290,0.000876895,75.76375389,13415.50532,0.155272052,13736.574,2432338.315,0.031408159,103377201.1,47146552.48,11163831.12,70813834.21,90236156.08,24533572.37,98729093.65,103085011.4,103377201.1,15919148.14,34023783.33,103377201.1,65.453644,87204932.62,107334413.2,108137566.4,68443353.91,104872769.3,107960225.6,42550582.31,98518211.27,108185074.9,108143118.7,107983251,107461785.8,105108721.3,99110248.13,45381409.42,70309981.49,88351943.08,8394113.453,108161878.9,108072868.1,107665515.4,91414101.49,100841799,50752365.06,105953244.8,75068556.86,35116932.35,108028258.4,105594300.1,108189291.9,157253686.4,105912715.7,703704,8.14472222,266475,1158904.376,205207464.2,5.2388902,927.651492,0.07220527,12.78540383,8.910200158,0.045990049,0.04599695,,
10/18/2019,310446,7009,895620,6144701,1028,238875,2500573,153,42076,31864327,16593527,6693416,2727410,47887,181,261936,1212,1021682,8135,5,1270268,12037,3753754,70053,254,9052005,369750,1814,1614335540,6328,22807.36536,12298425397,0.7168197,0.70174448,18733179055,18730861329,18339207237,26133739243,2.41876E+15,2.40707E+15,0.00000321,0.000630709,0.109194931,0.00033296,0.057645557,462.7167823,80110.42431,407880.1918,70616533.66,276434.9497,47859342.82,17754,62522751263,9880333.638,1.34613E+11,183484.6265,43317026368,59043.49832,176.3409804,13309.8125,4.489865,0.012301,2304335.541,13309.8125,2304335.541,0.632951015,72.0280718,60.45574232,70.51327122,59.18431591,0.021751898,173.1305787,-13.04522618,-17.83904071,177.0702299,0.021935022,159.4038057,177.0702299,6478727736,0.000903955,78.10169395,13521.79147,0.156502216,13772.52928,2384445.965,0.031429314,103390710.8,47385807.89,14149491.46,71035547.2,90232610.33,25038228.15,98742344.7,103098387.3,103390710.8,16928619.34,34042170.3,103390710.8,65.650498,87204898.58,107346253.3,108150820.2,68486946.55,104883394.6,107973082.4,42490498.62,98525935.23,108198380,108156373.8,107996179.4,107473977.3,105119453.4,99118590.2,45321875.55,70352994.97,88350816.64,8390308,108174672.6,108084743.2,107673268,91327474.5,100796005.7,50767308.74,105939492.7,74954176.58,35206345.66,108041459.4,105608641.3,108202601.7,157212413.9,105927025.6,733646,8.49127315,302998,1502228.215,260081640.2,5.85535316,1013.740681,0.050330645,8.71377376,8.901912199,0.045998785,0.046035978,,
10/19/2019,276993,7014,896174,6150485,1030,239034,2502026,153,42079,31907748,16616009,6699441,2728937,47904,180,262173,1215,1022429,8136,5,1267656,11962,3748252,69672,248,9004601,368335,1806,1614335541,6354,20248.34561,12194203339,0.71086389,0.69591577,18571275922,18568974274,18180757168,26124939105,2.44949E+15,2.48362E+15,0.00000321,0.000621459,0.106650553,0.000323805,0.05556919,413.3759871,70940.74814,146523.8963,25145424.87,142948.1538,24531780.49,14922,62713753807,9869964.401,1.17565E+11,176744.5299,39364929976,59180.25464,182.6990936,13335.0625,4.497895,0.012323,2288471.851,13335.0625,2288471.851,0.632906987,130.0115636,60.10297409,127.2776667,58.8391224,0.021590693,171.6131327,-14.27291219,-22.54403869,173.1305787,0.021751898,155.1266382,173.1305787,6481087148,0.00087097,75.25181551,12914.1998,0.149469905,13748.43849,2359412.599,0.031451737,103424386.1,47374782.22,10226859.2,71056353,90252853.02,24757507.52,98775727.73,103131102.8,103424386.1,16676344.04,33967993.75,103424386.1,65.661635,87218550.32,107358880,108164084.5,68490622.45,104893958,107986119.4,42485997.08,98529864.68,108211710.7,108169640.8,108009225,107486801.9,105130815.5,99123921.9,45211313.82,70367717.34,88360371.43,8349638.167,108187635.1,108097432.4,107684151.7,91290586.13,100778685.3,50366559.13,105941344.5,74899933.58,35182473.7,108054774.5,105621472.3,108215936.8,157237555.4,105940360.6,665170,7.69872685,359441,832356.244,142843262.6,2.73072258,468.6278566,0.007755746,1.33098786,8.891840143,0.045998143,0.044772363,,
10/20/2019,248121,7018,896451,6155631,1035,238955,2503489,153,42090,31939039,16636424,6704789,2730367,47923,179,262227,1220,1022900,8152,5,1275893,12134,3771387,70564,253,9111893,372461,1827,1614335541,6367,18764.93184,12312706029,0.72515673,0.70990994,18960460615,18958103063,18561807327,26146707126,2.45841E+15,2.48065E+15,0.00000373,0.000727836,0.127507991,0.00042,0.073578896,445.6837162,78078.3705,229365.0163,40181963.29,197729.6202,34639826.37,14567,62423583712,9804238.057,1.20688E+11,197092.7269,36913086963,60281.91312,182.8769618,13378.125,4.511765,0.012361,2343684.91,13378.125,2343684.91,0.63299027,98.27762999,61.71032348,96.21129304,60.41283267,0.021328713,175.1878466,-13.53897137,-19.340967,171.6131327,0.021590693,153.7804448,171.6131327,6483508912,0.000874893,75.59076104,13242.58265,0.153270632,13823.80872,2421763.281,0.031479539,103457764.2,47191225.34,8634967.825,70282877.89,90274496.35,24759697.07,98807603.67,103164436.9,103457764.2,16775066.14,33998392.3,103457764.2,64.938855,87218870.67,107371448.7,108177397.4,68508103.21,104903978.2,107999238.4,42517730.77,98539813.1,108225086.1,108182956,108022341.6,107499571.1,105142203.5,99134699.68,45143047.52,70384715.9,88373187.62,8349342.434,108201546,108111855.6,107701438.8,91391426.6,100839979.9,50643524.19,105976456.2,75003693.97,35218658.28,108068055.2,105634858.3,108229314.9,157222971.4,105953738.7,612341,7.08728009,249438,1101260.937,192927532.1,5.3082658,929.9436546,0.0602,10.54630836,8.888596449,0.046022926,0.045027406,,
10/21/2019,271474,7017,896508,6163124,1038,238983,2504880,151,42100,31982250,16664987,6712692,2732022,47950,178,262217,1222,1023208,8151,5,1274370,12097,3769923,70407,253,9107947,371412,1822,1614335541,6293,20914.76672,12243431153,0.72137568,0.70621024,18855669093,18853355080,18459267441,26138487440,2.34807E+15,2.41752E+15,0.00000353,0.000684031,0.119157021,0.000378,0.065846983,464.133945,80851.37522,246359.1375,42915359.41,262918.2441,45799928.73,16661,61615593878,9791132.032,1.21979E+11,179769.4593,39584365741,58338.58845,176.1821351,13198.6875,4.45081,0.012194,2299189.807,13198.6875,2299189.807,0.632879616,83.86083532,61.56684421,82.09783378,60.27252797,0.021213553,174.1983669,-13.8475427,-19.1655022,175.1878466,0.021328713,157.0974193,175.1878466,6485888953,0.000897563,77.54941463,13508.98138,0.156353951,13662.82145,2380041.182,0.031487364,103471012.8,47181475.19,9209151.306,70284419.85,90272101.06,24792835.45,98819957.31,103177107.5,103471012.8,17017275.48,33962612.77,103471012.8,64.932361,87216801.47,107383713.1,108190512,68504480.48,104915884.3,108012041.7,42302793.01,98547445.78,108238281.9,108196074.8,108035173.1,107512091,105153740.8,99144146.3,45032778.57,70370522.07,88371458.04,8351357.509,108214605.1,108124571.8,107712928.5,91372122.39,100839702.4,50621982.08,105982173.7,74948085.02,35219758.72,108081142.3,105649661.2,108242513.6,157124043.3,105966937.4,678528,7.85333333,277663,1290739.75,224844756.4,5.46809316,952.5328983,0.069647371,12.13245828,8.882290216,0.045951858,0.045028035,,
10/22/2019,274766,7014,896687,6170666,1039,239105,2506660,151,42132,32020801,16690488,6720581,2734184,48002,178,262383,1223,1023642,8149,5,1268617,11969,3756978,69701,248,8785015,368353,1813,1614335542,6412,22239.65799,12048709937,0.70996249,0.69503885,18540097818,18537783832,18150378817,26114193310,2.41835E+15,2.39202E+15,0.00000375,0.000736909,0.126204211,0.00047058,0.080592322,535.165153,91653.28428,270265.7428,46286165.72,269617.8728,46175210.4,16302,63333327887,9877312.521,1.32804E+11,182867.1858,44495678581,61269.40306,177.5386794,13446.5,4.533665,0.012421,2302870.208,13446.5,2302870.208,0.632907963,86.29277566,60.74346215,84.47887291,59.46661444,0.021329842,171.2616821,-14.78965831,-18.85324809,174.1983669,0.021213553,156.2873761,174.1983669,6488283476,0.000911491,78.75278333,13487.33414,0.156103404,13981.66515,2394523.492,0.031503533,103539149.9,47252010.17,11705825.69,70352631.09,90319760.96,24839635.39,98887883.33,103245211.7,103539149.9,16836565.28,34038915.91,103539149.9,64.987305,87214122.35,107396049.3,108203879.6,68516059.23,104927198.3,108025126.1,42239982.16,98554483.26,108251723.2,108209446.1,108048297.4,107524686.6,105165510.5,99153258.04,44969967.72,70381892.89,88369724.76,8351377.153,108226058.7,108136874.8,107721989.7,91297304.36,100804624.9,50275983.99,105975402.6,74907906.28,35163687.11,108094430,105663128.1,108255960.1,157061066.5,105980383.9,726230,8.40543981,270085,1254519.388,214851100.5,5.46696524,936.2816628,0.068843971,11.79033425,8.878587291,0.045548836,0.044992881,,
10/23/2019,275838,7016,896243,6175630,1035,239028,2506445,153,42160,32058398,16716091,6726122,2734248,48029,180,262231,1217,1023272,8155,5,1240127,11392,3693421,66612,236,8524702,351763,1729,1614335542,6384,24467.57425,11350222842,0.67210036,0.65797434,17466401721,17464225552,17099297677,25987787905,2.47295E+15,2.48217E+15,0.00000442,0.000936555,0.151088359,0.000500429,0.080730947,689.6677427,111259.6544,520762.2647,84011221.61,553155.2056,89236966.11,19203,63512442011,9948690.791,1.57756E+11,214229.069,49302806624,66952.21354,183.4755461,13420.375,4.524175,0.012395,2165022.65,13420.375,2165022.65,0.632678949,42.75009007,57.05733127,41.85158039,55.85811592,0.021630837,161.3235584,-19.78191053,-19.82995381,171.2616821,0.021329842,154.0123331,171.2616821,6490559759,0.000890095,76.90421446,12406.46153,0.143593305,14110.04274,2276282.304,0.031497781,103552578,47253902.02,11229782.03,70356883.74,90320484.48,24968807.41,98900065.42,103258590.3,103552578,16790657.52,34036165.57,103552578,64.983178,87222513.31,107408972.4,108217215.2,68499757.81,104940701.2,108038152.5,42545767.74,98568363.44,108265138.4,108222787.8,108061353.3,107537686,105178294.2,99167075.37,45275753.3,70346130.92,88382007.58,8357507.889,108237824.3,108146169.8,107718077,90957905.44,100631767.1,49715565.29,105889497.8,74406397.51,35188494.35,108107838.7,105679803.4,108269380.5,157116290,105993804.3,736388,8.52300926,284909,2532611.751,408569939.7,10.89464813,1757.563404,0.1,16.13235584,8.889008509,0.045769114,0.045422936,,
10/24/2019,272369,7004,897387,6183734,1037,239243,2509348,154,42152,32096809,16744019,6735275,2737390,48037,181,262531,1221,1024643,8140,5,1240872,11368,3696425,66496,238,8531174,351688,1725,1614335542,6264,23565.25894,11327021173,0.67288679,0.65874597,17436144751,17434007116,17069721317,25912449107,2.52142E+15,2.45866E+15,0.00000362,0.000736946,0.118666367,0.000444133,0.071516293,534.2248257,86023.26656,345923.8792,55702207.46,337923.0544,54413878.93,17264,62447819431,9969319.833,1.50369E+11,207429.5247,48150807813,66422.51156,178.2287648,13201.25,4.449715,0.012191,2125724.214,13201.25,2125724.214,0.632858567,45.39019198,57.26637017,44.43630967,56.06290803,0.021601348,161.0244646,-19.70801186,-4.401529991,161.3235584,0.021630837,145.1033606,161.3235584,6492771506,0.000891974,77.06654333,12409.59888,0.143629617,13735.47483,2211747.48,0.031543319,103565790.3,46752969.99,12310857.88,70343479.78,90299959.49,25485955.04,98913163.78,103271643.6,103565790.3,17622666.47,34063953.52,103565790.3,64.962876,87213458.87,107421004.1,108230323.2,68527559.53,104948783.7,108050986.3,42475785.02,98569417.75,108278334.6,108235906.4,108074212.3,107549952.5,105187247.5,99169812.52,45205770.58,70393745,88370042.4,8368547.589,108250935.1,108159071,107730007,90942149.82,100626656.5,49758128.26,105896369.6,74386739.99,34976292.99,108120767.6,105689512.4,108282581.7,157074238.7,106007005.6,724917,8.39024306,274264,2385594.266,384139039.5,9.80912414,1579.508963,0.07732724,12.4515774,8.895639497,0.045750303,0.032036181,,
